STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,HOUSEHOLD_TYPE,Household type,INCOME_PRINCIPAL,Earnings of the principal,INCOME_SPOUSE,Earnings of the spouse,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation status,CIVIL_STATUS,Civil status
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,DEU,Germany,NIAT,Net income after taxes,XDC,National currency,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annual,2023,,34975.976188,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,NLD,Netherlands,NPMTR_PE,Net personal marginal tax rate of the principal earner,PT_WG_EARN_G,Percentage of gross wage earnings,C_C2,"Couple, 2 children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,45.522641,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,HUN,Hungary,GEBT,Gross earnings before taxes,XDC,National currency,C_C2,"Couple, 2 children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,11944123.22962,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,LUX,Luxembourg,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW167,167% of average wage,_Z,Not applicable,A,Annual,2023,,56.536015,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,KOR,Korea,GEBT,Gross earnings before taxes,XDC,National currency,C_C2,"Couple, 2 children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,91011430.608973,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,MEX,Mexico,NPMTR_PE,Net personal marginal tax rate of the principal earner,PT_WG_EARN_G,Percentage of gross wage earnings,C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,19.422712,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,BEL,Belgium,NPMTR_PE,Net personal marginal tax rate of the principal earner,PT_WG_EARN_G,Percentage of gross wage earnings,C_C2,"Couple, 2 children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,55.629929,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,SVK,Slovak Republic,INIAICUGW,Increase in net income after an increase of 1 currency unit in gross wages,XDC,National currency,C_C0,"Couple, no children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,0.91336,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,ITA,Italy,INIAICUGLC,Increase in net income after an increase of 1 currency unit in gross labour costs,XDC,National currency,C_C0,"Couple, no children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,0.648276,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,POL,Poland,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annual,2023,,33286.115975,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,ITA,Italy,GEBT,Gross earnings before taxes,XDC,National currency,C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,33492.291617,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,LVA,Latvia,AV_R_EMPER_SSC,Average rate of employer's social security contributions,PT_WG_EARN_G,Percentage of gross wage earnings,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2023,,23.613278,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,AUS,Australia,GEBT,Gross earnings before taxes,XDC,National currency,C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,99565.253115,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,ESP,Spain,INIAICUGW,Increase in net income after an increase of 1 currency unit in gross wages,XDC,National currency,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annual,2023,,0.499487,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,EST,Estonia,INIAICUGW,Increase in net income after an increase of 1 currency unit in gross wages,XDC,National currency,C_C2,"Couple, 2 children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,0.706544,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,EST,Estonia,NIAT,Net income after taxes,USD_PPP,"US dollars, PPP converted",C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,33798.026318,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,PRT,Portugal,NIAT,Net income after taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW167,167% of average wage,_Z,Not applicable,A,Annual,2023,,44145.514237,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,NOR,Norway,NIAT,Net income after taxes,XDC,National currency,C_C2,"Couple, 2 children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,924382.806268,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,COL,Colombia,GEBT,Gross earnings before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2023,,16615.101657,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,FIN,Finland,NIAT,Net income after taxes,USD_PPP,"US dollars, PPP converted",C_C2,"Couple, 2 children",AW100,100% of average wage,AW100,100% of average wage,A,Annual,2023,,91632.811137,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,DEU,Germany,INIAICUGW,Increase in net income after an increase of 1 currency unit in gross wages,XDC,National currency,C_C0,"Couple, no children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,0.919929,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,JPN,Japan,NPMTR_PE,Net personal marginal tax rate of the principal earner,PT_WG_EARN_G,Percentage of gross wage earnings,C_C0,"Couple, no children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,27.857235,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,EST,Estonia,NPATR,Net personal average tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,6.251143,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,EST,Estonia,INIAICUGW,Increase in net income after an increase of 1 currency unit in gross wages,XDC,National currency,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2023,,0.791002,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,PRT,Portugal,AV_TW,Average tax wedge,PT_COS_LB,Percentage of labour costs,C_C2,"Couple, 2 children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,38.091661,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,ESP,Spain,INIAICUGLC,Increase in net income after an increase of 1 currency unit in gross labour costs,XDC,National currency,C_C0,"Couple, no children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,0.842705,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,GRC,Greece,INIAICUGW,Increase in net income after an increase of 1 currency unit in gross wages,XDC,National currency,S_C0,"Single person, no children",AW167,167% of average wage,_Z,Not applicable,A,Annual,2023,,0.780086,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,POL,Poland,NIAT,Net income after taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW167,167% of average wage,_Z,Not applicable,A,Annual,2023,,53129.491445,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,CRI,Costa Rica,GEBT,Gross earnings before taxes,USD_PPP,"US dollars, PPP converted",C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,27695.263,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,FIN,Finland,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,C_C2,"Couple, 2 children",AW100,100% of average wage,AW100,100% of average wage,A,Annual,2023,,57.230633,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,CAN,Canada,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW167,167% of average wage,_Z,Not applicable,A,Annual,2023,,130037.722431,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,ISR,Israel,GEBT,Gross earnings before taxes,XDC,National currency,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annual,2023,,121258.832848,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,EST,Estonia,NIAT,Net income after taxes,XDC,National currency,C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,20245.208274,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,FRA,France,AV_RITEESSC,Average rate of income tax and employees' social security contributions,PT_WG_EARN_G,Percentage of gross wage earnings,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annual,2023,,23.433963,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,COL,Colombia,NPMTR_PE,Net personal marginal tax rate of the principal earner,PT_WG_EARN_G,Percentage of gross wage earnings,C_C2,"Couple, 2 children",AW100,100% of average wage,AW100,100% of average wage,A,Annual,2023,,0,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,ISL,Iceland,AV_ITR,Average income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,20.791547,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,CRI,Costa Rica,NIAT,Net income after taxes,XDC,National currency,C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,8212623.147003,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,LVA,Latvia,NIAT,Net income after taxes,XDC,National currency,C_C2,"Couple, 2 children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,25529.880807,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,NLD,Netherlands,AV_R_EMPER_SSC,Average rate of employer's social security contributions,PT_WG_EARN_G,Percentage of gross wage earnings,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annual,2023,,12.147937,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,POL,Poland,NIAT,Net income after taxes,USD_PPP,"US dollars, PPP converted",C_C0,"Couple, no children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,55153.686345,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,ITA,Italy,NIAT,Net income after taxes,XDC,National currency,C_C2,"Couple, 2 children",AW100,100% of average wage,AW100,100% of average wage,A,Annual,2023,,52944.996986,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,COL,Colombia,NIAT,Net income after taxes,XDC,National currency,S_C0,"Single person, no children",AW167,167% of average wage,_Z,Not applicable,A,Annual,2023,,39195289.11,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,OECD_REP,OECD average country,AV_R_EMPER_SSC,Average rate of employer's social security contributions,PT_WG_EARN_G,Percentage of gross wage earnings,C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,16.419845,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,SVN,Slovenia,GEBT,Gross earnings before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2023,,45465.486912,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,DNK,Denmark,AV_ITR,Average income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,32.34313,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,CAN,Canada,INIAICUGW,Increase in net income after an increase of 1 currency unit in gross wages,XDC,National currency,C_C0,"Couple, no children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,0.929845,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,FIN,Finland,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,C_C0,"Couple, no children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,57.230633,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,MEX,Mexico,AV_R_EMPER_SSC,Average rate of employer's social security contributions,PT_WG_EARN_G,Percentage of gross wage earnings,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annual,2023,,13.111417,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,ITA,Italy,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",C_C0,"Couple, no children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,115877.157212,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,NZL,New Zealand,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,51148.99383,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,ESP,Spain,AV_RITEESSC,Average rate of income tax and employees' social security contributions,PT_WG_EARN_G,Percentage of gross wage earnings,C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,15.895684,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,CAN,Canada,NPATR,Net personal average tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,14.252045,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,FIN,Finland,AV_ITR,Average income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,21.058532,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,CHE,Switzerland,INIAICUGW,Increase in net income after an increase of 1 currency unit in gross wages,XDC,National currency,S_C0,"Single person, no children",AW167,167% of average wage,_Z,Not applicable,A,Annual,2023,,0.840743,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,ESP,Spain,NIAT,Net income after taxes,XDC,National currency,C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,25430.938537,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,GRC,Greece,AV_R_EMPER_SSC,Average rate of employer's social security contributions,PT_WG_EARN_G,Percentage of gross wage earnings,C_C0,"Couple, no children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,22.29,,2,Two,0,Units,A,Normal value,M,Married person
